OBJECTID,Latitude,Longitude,Initial Source SIT209 Record Date,Incident Name,Incident Number,100% Contained?,IMT Type Assigned (Highest-level),Geographic Area,New to IMSR,IMSR Post Date (ISO Format),IRWIN ID,IRWIN Fire Discovery Date Time,Most Recent Date Posted Flag,Occurrence,Incident Size (Acres),NWCG UniqueFireIdentifier,x,y
19911,46.71,-120.653,6/7/2023 12:00:00 AM,OLD_NACHES,WA-SES-000207,c,,NWCC,,20230609,5a55fc64-4dca-443b-95d7-5c258685594a,6/7/2023 8:50:00 PM,,ONLY,645,2023-WASES-000207,-120.653,46.71
19912,40.742,-77.064,6/4/2023 12:00:00 AM,Game_Refuge_Trail,PA-PAS-000452,c,,EACC,,20230609,2b41716f-0529-492e-936f-73b90121b7bc,5/30/2023 11:30:00 PM,,LAST,163,2023-PAPAS-000452,-77.064,40.7420000000001
19913,29.23,-81.689,5/8/2023 12:00:00 AM,Major,FL-FNF-001465,c,,SAC,,20230609,77447a00-4a3f-47ea-9002-c2d64fb78a8e,4/27/2023 6:15:00 PM,,LAST,4952,2023-FLFNF-001465,-81.689,29.2300000000001
19914,43.226,-116.135,6/7/2023 12:00:00 AM,OTR_1,ID-IDNG-000297,c,,GBC,y,20230609,,,,ONLY,500,2023-IDIDNG-000297,-116.135,43.2260000000001
19932,34.572,-110.969,5/24/2023 12:00:00 AM,Willow,AZ-ASF-000170,c,,SWC,,20230612,cebbd20d-7e9b-4e1d-b9eb-aefaa5028309,5/21/2023 9:37:30 PM,,LAST,1354,2023-AZASF-000170,-110.969,34.5720000000001
19933,46.73,-119.335,6/6/2023 12:00:00 AM,SADDLE_MOUNTAIN,WA-SPD-000204,c,,NWCC,,20230612,a499e093-9086-4c59-88bd-b7b90618c527,6/6/2023 11:35:00 PM,,LAST,619,2023-WASPD-000204,-119.335,46.7300000000001
19935,34.511,-88.159,6/8/2023 12:00:00 AM,County_Road_68_Belmont,MS-MSS-009441,c,,SAC,y,20230612,570977ea-0215-49a8-840c-d563b5f50d02,6/8/2023 9:15:00 PM,,LAST,120,2023-MSMSS-009441,-88.1589999999999,34.511
19945,39.833,-74.9,6/12/2023 12:00:00 AM,Buzby_Boggs,NJ-NJS-000477,c,,EACC,y,20230613,f2bfbc65-fba8-48ed-bbd3-5d18104adf6d,6/10/2023 12:30:00 AM,,ONLY,700,2023-NJNJS-000477,-74.9,39.833
19946,39.927,-74.473,6/12/2023 12:00:00 AM,City_Line,NJ-NJS-000476,c,,EACC,y,20230613,156d0762-4680-4cfa-82b7-89e1474b1f06,6/9/2023 3:30:00 PM,,ONLY,850,2023-NJNJS-000476,-74.473,39.9270000000001
19948,35.117,-111.955,6/1/2023 12:00:00 AM,Volunteer,AZ-COF-000281,,,SWC,,20230614,5cf78a60-6cf6-4ea0-b963-77d9d1a79435,5/23/2023 10:38:46 PM,,LAST,2675,2023-AZCOF-000281,-111.955,35.1170000000001
19965,29.085,-81.246,6/14/2023 12:00:00 AM,CLARK_BAY_CONSERVATION,FL-FLS-231000534,c,,SAC,y,20230615,a80fba99-55bd-48ba-9a4d-63010c6939a1,6/14/2023 9:00:00 PM,,ONLY,126,2023-FLFLS-231000534,-81.246,29.085
19973,38.88,-78.761,6/11/2023 12:00:00 AM,Falls_Ridge,VA-VAF-230076,,,SAC,,20230616,21689bd6-6a3d-438a-ba53-b67f21c9bdea,6/9/2023 12:57:00 AM,,LAST,270,2023-VAVAF-230076,-78.761,38.88
19977,45.908,-119.153,6/14/2023 12:00:00 AM,Hat_Rock,OR-UM7N-000096,c,,NWCC,,20230619,,,,LAST,16816,2023-ORUM7N-000096,-119.153,45.9080000000001
19978,46.264,-119.59,6/13/2023 12:00:00 AM,HANSEN_ROAD,WA-SPD-000224,c,,NWCC,,20230619,d6eecdc5-9951-4d2e-80d5-6cd5f2141c1c,6/13/2023 10:09:00 PM,,LAST,6289,2023-WASPD-000224,-119.59,46.2640000000001
19979,46.084,-118.962,6/14/2023 12:00:00 AM,HOVER_PARK,WA-WFS-000227,c,,NWCC,,20230619,6c1d96dd-63af-4f2b-8bf3-d6060eec560b,6/13/2023 11:46:40 PM,,LAST,528,2023-WAWFS-000227,-118.962,46.0840000000001
19980,47.231,-119.477,6/14/2023 12:00:00 AM,DRUMHELLER,WA-SPD-000237,c,,NWCC,,20230619,8b476664-5fa4-4692-b021-865a7e9a8229,6/14/2023 8:35:00 PM,,LAST,929,2023-WASPD-000237,-119.477,47.2310000000001
19981,46.224,-120.151,6/12/2023 12:00:00 AM,SOUTH_SATUS,WA-YAA-000028,c,,NWCC,,20230619,857b9c93-fbf6-4be7-ab7a-b64f3b6fc84f,6/12/2023 8:13:00 PM,,LAST,997,2023-WAYAA-000028,-120.151,46.224
19991,36.574,-120.188,6/18/2023 12:00:00 AM,SLOUGH,CA-FKU-011910,c,,OSCC,y,20230619,bffc2bd5-5477-4eb6-9fe4-9b890166ea3c,6/18/2023 6:31:03 PM,,ONLY,560,2023-CAFKU-011910,-120.188,36.5740000000001
19992,45.683,-118.746,6/14/2023 12:00:00 AM,Mt_Hebron,OR-PENN-000097,c,,NWCC,y,20230619,,,,ONLY,370,2023-ORPENN-000097,-118.746,45.683
20003,33.897,-116.054,6/10/2023 12:00:00 AM,GEOLOGY,CA-JTP-008414,,,OSCC,,20230620,d7fdf4ed-e454-4cc5-bac9-db6b2046af8e,6/10/2023 10:41:00 PM,,LAST,1088,2023-CAJTP-008414,-116.054,33.897
20005,32.072,-109.615,6/19/2023 12:00:00 AM,Baker,AZ-A3S-230833,c,,SWC,y,20230620,a2f9c54b-c2fb-41bc-8927-5c4117c2500d,6/19/2023 10:31:00 PM,,ONLY,588,2023-AZA3S-230833,-109.615,32.0720000000001
20013,30.353,-84.445,6/8/2023 12:00:00 AM,Clear_Lake,FL-FNF-001973,c,,SAC,,20230621,c4f9edc0-c543-4a3d-a1c4-adb48b1f3a7b,6/8/2023 6:37:00 PM,,LAST,5620,2023-FLFNF-001973,-84.4449999999999,30.3530000000001
20015,63.931,-149.148,6/13/2023 12:00:00 AM,Ridgetop,AK-FAS-311117,c,,ACC,,20230621,ac6729c9-4c10-47d9-bfe9-0d8a60df4b5a,6/12/2023 7:41:12 PM,,LAST,246,2023-AKFAS-311117,-149.148,63.931
20019,37.146,-113.366,6/19/2023 12:00:00 AM,Dixie_Springs,UT-SWS-000197,c,,GBC,y,20230621,e3d9fef1-25b2-4e30-ac4e-116bc8d44cc8,6/19/2023 11:47:00 PM,,ONLY,614,2023-UTSWS-000197,-113.366,37.1460000000001
20028,28.712,-80.98,6/18/2023 12:00:00 AM,FRESHWATER,FL-FLS-231000544,c,,SAC,,20230622,a1258333-15cc-4b7f-9ae0-888a3297d7df,6/16/2023 12:19:00 PM,,LAST,700,2023-FLFLS-231000544,-80.98,28.712
20031,39.873,-74.521,6/19/2023 12:00:00 AM,Acorn_Hill,NJ-NJS-000496,c,,EACC,,20230622,e1395a17-b3b8-447b-9c03-1d2e14f0e4dd,6/19/2023 3:00:00 PM,,LAST,246,2023-NJNJS-000496,-74.521,39.873
20035,32.519,-105.612,6/17/2023 12:00:00 AM,McGregor,NM-LCD-000417,,,SWC,,20230623,ab53ea1e-cb9d-43cd-be47-c6511fca33c9,6/18/2023 3:01:00 AM,,LAST,678,2023-NMLCD-000417,-105.612,32.5190000000001
20036,31.808,-110.709,6/16/2023 12:00:00 AM,OAK,AZ-CNF-000485,,,SWC,,20230623,d483c91b-b9b4-4f3e-b6f0-e9e2ef890f02,6/16/2023 7:53:00 PM,,LAST,3213,2023-AZCNF-000485,-110.709,31.808
20043,27.733,-81.947,6/20/2023 12:00:00 AM,WATERHOLE,FL-FLS-231400383,c,,SAC,,20230623,59b1e947-0302-4ac8-8ffd-6bb951cc994c,6/21/2023 1:00:00 AM,,LAST,500,2023-FLFLS-231400383,-81.9469999999999,27.7330000000001
20044,48.08,-123.671,6/19/2023 12:00:00 AM,SUTHERLAND,WA-OLS-000022,,,NWCC,,20230623,2cf392c1-f7aa-4376-a24b-9f7c6e0ef24c,6/17/2023 8:15:00 PM,,LAST,108,2023-WAOLS-000022,-123.671,48.08
20045,46.079,-118.826,6/19/2023 12:00:00 AM,OASIS,WA-WFS-000251,,,NWCC,,20230623,934b46f0-97c0-40d6-82f4-8369c455476b,6/19/2023 10:22:00 PM,,LAST,4250,2023-WAWFS-000251,-118.826,46.0790000000001
20046,43.009,-115.207,6/21/2023 12:00:00 AM,King_Hill,ID-ELX-000101,c,,GBC,y,20230623,8759ea93-9946-4380-bc0d-64e3d8999f03,6/21/2023 8:23:00 PM,,ONLY,323,2023-IDELX-000101,-115.207,43.0090000000001
20047,43.452,-116.148,6/21/2023 12:00:00 AM,BLACK,ID-BOD-000382,c,,GBC,y,20230623,c5693f01-b3ce-4581-b516-e8029b2026ca,6/21/2023 10:54:00 PM,,ONLY,562,2023-IDBOD-000382,-116.148,43.4520000000001
20054,31.398,-110.239,6/22/2023 12:00:00 AM,Wildhorse,AZ-A3S-230864,c,,SWC,,20230625,ac80e7b1-c9c1-4701-8842-8e23ffcf3f12,6/22/2023 6:30:00 PM,,LAST,747,2023-AZA3S-230864,-110.239,31.398
20061,45.457,-118.769,6/23/2023 12:00:00 AM,Stewart_Creek.,OR-973S-000120,c,,NWCC,y,20230625,,,,ONLY,375,2023-OR973S-000120,-118.769,45.4570000000001
20065,31.897,-110.374,6/22/2023 12:00:00 AM,Post,AZ-A3S-230866,c,,SWC,,20230626,fcdc3b8f-bc73-4c7e-bc1e-35b7b1c053b9,6/22/2023 7:51:00 PM,,LAST,912,2023-AZA3S-230866,-110.374,31.897
20066,32.688,-112.474,6/22/2023 12:00:00 AM,Goldwater,AZ-PHD-000699,c,,SWC,,20230626,c20cc76d-eb68-4bd9-82ba-954c7c494658,6/22/2023 6:54:55 AM,,LAST,1220,2023-AZPHD-000699,-112.474,32.688
20074,46.194,-116.958,6/24/2023 12:00:00 AM,Matson,WA-WFS-000123,c,,NWCC,,20230626,46ad8e99-cc27-4f0d-9b79-26eff72c02b2,6/24/2023 5:54:00 PM,,LAST,666,2023-WAWFS-000123,-116.958,46.1940000000001
20093,32.949,-99.124,6/26/2023 12:00:00 AM,Clark,TX-TXS-232195,c,,SAC,y,20230628,e7cd2e55-c95e-4dc9-a1fe-7ba5dd025912,6/26/2023 9:25:29 PM,,ONLY,661,2023-TXTXS-232195,-99.124,32.9490000000001
20114,31.573,-110.423,6/27/2023 12:00:00 AM,WEST_HEMP,AZ-CNF-000529,c,,SWC,,20230630,454a3812-e37e-4a19-ae20-814f5eeee783,6/27/2023 4:18:00 PM,,LAST,1098,2023-AZCNF-000529,-110.423,31.573
20122,34.115,-78.204,6/15/2023 12:00:00 AM,Pulp_Road,NC-NCS-230028,c,,SAC,,20230630,2eaf9f6e-57f6-4180-afbd-5522b68702bd,6/15/2023 5:00:00 PM,,LAST,15642,2023-NCNCS-230028,-78.204,34.1150000000001
20151,33.709,-111.803,6/28/2023 12:00:00 AM,Diamond,AZ-A4S-230922,c,,SWC,,20230702,30eaf770-46b4-46fb-a14a-0bf0417a2024,6/27/2023 11:49:00 PM,,LAST,1960,2023-AZA4S-230922,-111.803,33.7090000000001
20152,33.433,-105.059,6/27/2023 12:00:00 AM,SUNSET_NORTH,NM-N5S-000469,c,,SWC,,20230702,20c62b58-d058-4bf3-a690-ee9f721d127c,6/27/2023 8:17:00 PM,,LAST,690,2023-NMN5S-000469,-105.059,33.433
20164,37.252,-104.693,6/28/2023 12:00:00 AM,Titan,CO-LSX-000876,c,,RMC,,20230703,4a7e0bd9-1d57-4263-b49d-547b19bb2a38,6/28/2023 11:30:16 PM,,LAST,928,2023-COLSX-000876,-104.693,37.2520000000001
20170,32.878,-108.233,6/20/2023 12:00:00 AM,RICO,NM-LCD-000284,c,,SWC,,20230703,53a4d25b-42eb-4531-b2c0-ff3927684d76,6/20/2023 9:26:00 PM,,LAST,348,2023-NMLCD-000284,-108.233,32.878
20178,46.784,-120.472,6/29/2023 12:00:00 AM,ROZA_CREEK,WA-SES-000298,,,NWCC,,20230703,4e8e4035-b551-4fd4-91a5-8085da8c001e,6/28/2023 2:12:00 AM,,LAST,717,2023-WASES-000298,-120.472,46.784
20196,34.984,-79.561,7/2/2023 12:00:00 AM,Scotland_Lake_Lane,NC-NCS-230030,c,,SAC,y,20230704,cc497fd0-e37a-45b6-b71f-c816e127db66,7/2/2023 11:00:00 PM,,ONLY,797,2023-NCNCS-230030,-79.561,34.984
20213,32.791,-98.475,6/28/2023 12:00:00 AM,Storage,TX-TXS-232248,c,,SAC,,20230705,af6c6680-65de-4755-b675-85d5d31d55c2,6/28/2023 10:03:29 PM,,LAST,950,2023-TXTXS-232248,-98.475,32.7910000000001
20230,46.264,-119.57,7/4/2023 12:00:00 AM,OIE_HIGHWAY,WA-WFS-000350,c,,NWCC,y,20230706,add0f405-d40d-49b4-8b08-0aa3af301bf3,7/3/2023 11:32:35 PM,,ONLY,900,2023-WAWFS-000350,-119.57,46.2640000000001
20235,37.071,-107.099,6/27/2023 12:00:00 AM,Coal_Mine,CO-AUX-000312,c,,RMC,,20230707,9c3e9247-983f-4298-a5e6-e7fac9c97462,6/27/2023 5:57:00 PM,,LAST,292,2023-COAUX-000312,-107.099,37.071
20250,30.15,-94.584,7/6/2023 12:00:00 AM,Mayhaw_Creek,TX-TXS-232376,c,,SAC,y,20230707,376cc4b5-809a-4e6a-aeaa-d9cf170185d4,7/6/2023 3:51:00 PM,,ONLY,345,2023-TXTXS-232376,-94.584,30.15
20276,37.033,-107.766,6/29/2023 12:00:00 AM,Arkansas_Loop,CO-SUA-000317,c,,RMC,,20230709,924535b2-7f38-4de0-ab09-4b99bf1e61ef,6/27/2023 6:24:00 PM,,LAST,127,2023-COSUA-000317,-107.766,37.0330000000001
20282,32.731,-114.508,6/30/2023 12:00:00 AM,West_Main,AZ-A4S-230946,c,,SWC,,20230709,004fb9f7-d1b2-4296-baca-6c6300ff1abc,6/29/2023 6:02:00 PM,,LAST,1027,2023-AZA4S-230946,-114.508,32.7310000000001
20293,30.944,-93.781,7/7/2023 12:00:00 AM,Five_Fingers,TX-TXS-232387,c,,SAC,,20230709,e7e9a317-53c4-4104-af91-abfdd1cf3c10,7/8/2023 12:04:00 AM,,LAST,221,2023-TXTXS-232387,-93.781,30.9440000000001
20294,28.68,-80.71,7/5/2023 12:00:00 AM,Scrub_jay,FL-MIR-002230,c,,SAC,,20230709,75ebc17b-2c97-4701-b261-6943c9c8461f,7/5/2023 7:21:35 PM,,LAST,1261,2023-FLMIR-002230,-80.71,28.6800000000001
20328,45.721,-121.578,7/3/2023 12:00:00 AM,Tunnel_Five,WA-SES-000336,c,,NWCC,,20230711,40d91aa4-3d72-4a02-b42c-de50293190b0,7/2/2023 6:37:00 PM,,LAST,529,2023-WASES-000336,-121.578,45.7210000000001
20337,39.982,-105.709,7/8/2023 12:00:00 AM,Devil's_Thumb,CO-ARF-000360,,,RMC,y,20230711,02fff5a2-a7e1-4c30-97c5-7610bd3263f1,7/4/2023 8:16:00 PM,,ONLY,95,2023-COARF-000360,-105.709,39.982
20338,29.573,-94.339,7/7/2023 12:00:00 AM,South_Unit,TX-AHR-000288,c,,SAC,y,20230711,09e5b836-4fd5-4bb0-b198-bd51eedba5e2,7/7/2023 11:00:00 PM,,ONLY,335,2023-TXAHR-000288,-94.3389999999999,29.573
20351,34.551,-111.466,6/11/2023 12:00:00 AM,Wilbur,AZ-COF-000272,c,,SWC,,20230712,bff3d41b-2603-4665-a79b-5b6c96d096c2,5/22/2023 10:30:00 PM,,LAST,10279,2023-AZCOF-000272,-111.466,34.551
20360,43.371,-116.189,7/10/2023 12:00:00 AM,SOUTHTOM,ID-BOD-000493,,,GBC,,20230712,2417360f-0d3f-41f0-9568-9df4954704f6,7/10/2023 4:24:00 PM,,LAST,1130,2023-IDBOD-000493,-116.189,43.371
20376,31.501,-111.158,7/1/2023 12:00:00 AM,BEEHIVE,AZ-CNF-000554,c,,SWC,,20230713,c2cfbfa6-615f-46bf-83e9-011488f68c6e,7/1/2023 1:20:00 AM,,LAST,10745,2023-AZCNF-000554,-111.158,31.501
20377,31.529,-108.713,7/4/2023 12:00:00 AM,Brushy,NM-N3S-000324,c,,SWC,,20230713,c61d4537-0f13-49e7-b9da-4d0a78679b1d,7/3/2023 6:52:00 PM,,LAST,6045,2023-NMN3S-000324,-108.713,31.5290000000001
20387,44.019,-89.488,7/10/2023 12:00:00 AM,Pallet,WI-WIS-6211189202,c,,EACC,,20230713,50703b59-60fe-4c1f-8d4d-6063043beabb,7/10/2023 6:00:00 PM,,LAST,730,2023-WIWIS-6211189202,-89.4879999999999,44.0190000000001
20389,39.064,-109.246,7/10/2023 12:00:00 AM,I70_MM217,UT-CYD-023176,c,,GBC,,20230713,57e4aa36-2079-4b71-8118-dc6ceb688569,7/10/2023 6:55:00 PM,,LAST,1790,2023-UTCYD-023176,-109.246,39.0640000000001
20397,35.354,-114.069,7/5/2023 12:00:00 AM,Stockton_Hill,AZ-A5S-231010,c,,SWC,,20230714,8a6c64d6-fe47-439f-ac0b-2c5ed981eea5,7/4/2023 10:33:00 PM,,LAST,589,2023-AZA5S-231010,-114.069,35.354
20409,34.885,-118.897,7/7/2023 12:00:00 AM,DISTRICT,CA-KRN-031430,,,OSCC,,20230714,ea00b1b4-5871-4c87-ab80-9b68d5098cd0,7/7/2023 9:15:00 PM,,LAST,1044,2023-CAKRN-031430,-118.897,34.885
20414,43.284,-116.395,7/12/2023 12:00:00 AM,SOUTHCOY,ID-BOD-000508,c,,GBC,y,20230714,4bbf1c36-49b9-4253-b650-41d8cedb0efd,7/12/2023 9:52:00 PM,,ONLY,437.9,2023-IDBOD-000508,-116.395,43.284
20420,33.839,-110.429,7/5/2023 12:00:00 AM,Flying_V,AZ-FTA-000410,,,SWC,,20230715,6260cc0c-e3bc-4171-8f0c-ee52d4887996,7/5/2023 9:17:00 PM,,LAST,831,2023-AZFTA-000410,-110.429,33.8390000000001
20429,44.808,-119.959,7/6/2023 12:00:00 AM,ALDER_CREEK,OR-PRD-000407,c,,NWCC,,20230715,ba9283a2-2181-41ad-a24e-15c519686e7b,7/6/2023 10:19:00 PM,,LAST,1551,2023-ORPRD-000407,-119.959,44.808
20437,43.512,-116.076,7/13/2023 12:00:00 AM,WESTBONN,ID-BOD-000519,c,,GBC,,20230715,fba7f74b-e2ce-4a80-852b-236cb5706f5d,7/13/2023 11:02:00 PM,,LAST,701,2023-IDBOD-000519,-116.076,43.5120000000001
20438,44.468,-85.818,7/10/2023 12:00:00 AM,Four_Corners,MI-MIS-830010,c,,EACC,,20230715,ab61f510-afdf-4231-bf66-8aa5f0b35d21,7/10/2023 7:03:00 PM,,LAST,212,2023-MIMIS-830010,-85.818,44.4680000000001
20440,45.61,-120.901,7/13/2023 12:00:00 AM,Gordon_Butte,OR-PRD-000462,c,,NWCC,y,20230715,f5684709-bcc7-4fe0-9a17-8c2b24bf9ca8,7/14/2023 4:02:00 AM,,ONLY,600,2023-ORPRD-000462,-120.901,45.6100000000001
20447,33.435,-107.334,7/11/2023 12:00:00 AM,WHISKEY_HILL,NM-CIF-000299,,,SWC,,20230716,e6348fcc-105f-4d8b-ae41-f70287e9dda9,7/11/2023 9:36:21 PM,,LAST,940,2023-NMCIF-000299,-107.334,33.4350000000001
20448,31.426,-108.838,7/10/2023 12:00:00 AM,Kitchen,NM-N3S-000343,c,,SWC,,20230716,90efcf09-bd56-4f6b-8910-b4739d896ac8,7/9/2023 11:47:31 PM,,LAST,1433,2023-NMN3S-000343,-108.838,31.426
20457,47.124,-117.765,7/12/2023 12:00:00 AM,WAGNER_ROAD,WA-WFS-001625,c,,NWCC,,20230716,d895501c-7115-4ee2-8834-933cec657924,7/13/2023 12:33:00 AM,,LAST,1700,2023-WAWFS-001625,-117.765,47.1240000000001
20484,47.278,-119.993,7/11/2023 12:00:00 AM,BAIRD_SPRINGS,WA-SPD-000401,,,NWCC,,20230717,edb96fb3-3b75-4a1c-a961-52bc7c8d293b,7/10/2023 10:10:00 PM,,LAST,2400,2023-WASPD-000401,-119.993,47.2780000000001
20493,30.688,-98.559,7/13/2023 12:00:00 AM,Moore_Peak,TX-TXS-232453,,,SAC,,20230717,f16beeb4-ee0a-4080-a834-0859958a4e88,7/13/2023 7:03:26 PM,,LAST,707,2023-TXTXS-232453,-98.559,30.688
20494,30.366,-94.5,7/15/2023 12:00:00 AM,Flat_Cypress_Creek,TX-TXS-232512,c,,SAC,y,20230717,07fbca3a-0430-4f00-8fc1-be7c7f8ce13b,7/16/2023 12:24:00 AM,,ONLY,305,2023-TXTXS-232512,-94.4999999999999,30.366
20526,32.473,-108.365,7/14/2023 12:00:00 AM,Prevost,NM-N3S-000371,,,SWC,,20230719,916a93cc-df0a-41f1-8e27-95a1ce21e52b,7/14/2023 12:37:00 AM,,LAST,893,2023-NMN3S-000371,-108.365,32.4730000000001
20527,32.499,-108.605,7/15/2023 12:00:00 AM,Jackson,NM-N3S-000377,,,SWC,,20230719,b2d8a64e-a6db-45dc-883d-9314c2803b4b,7/14/2023 9:31:00 PM,,LAST,1114,2023-NMN3S-000377,-108.605,32.499
20528,32.501,-109.844,7/13/2023 12:00:00 AM,HOMESTEAD,AZ-CNF-000626,c,,SWC,,20230719,dd0a3277-43ec-459f-aa44-3bb063a3885a,7/13/2023 7:38:00 PM,,LAST,1835,2023-AZCNF-000626,-109.844,32.501
20537,45.391,-120.454,7/10/2023 12:00:00 AM,DEVILS_BUTTE,OR-PRD-000439,c,,NWCC,,20230719,2e30cfdf-fd45-4ad8-99c5-625fcf0294a3,7/10/2023 5:56:00 PM,,LAST,2859,2023-ORPRD-000439,-120.454,45.3910000000001
20546,44.265,-117.209,7/17/2023 12:00:00 AM,BIRCH_CREEK,OR-VAD-000112,,,NWCC,y,20230719,00702b91-d955-4599-a823-8a8b034e498b,7/17/2023 7:51:00 PM,,LAST,600,2023-ORVAD-000112,-117.209,44.265
20548,33.102,-109.703,7/16/2023 12:00:00 AM,Pima_Gap,AZ-SCA-000961,c,,SWC,y,20230719,4ae37fa1-52c0-425f-ae8f-5670bc53917d,7/15/2023 3:53:08 PM,,LAST,421,2023-AZSCA-000961,-109.703,33.102
20555,34.87,-113.287,7/2/2023 12:00:00 AM,Pilot,AZ-A5S-230970,c,,SWC,,20230720,3b8f7ea8-ea1c-48f3-a31c-1ba067b88d14,7/1/2023 6:04:00 PM,,LAST,34810,2023-AZA5S-230970,-113.287,34.8700000000001
20565,33.983,-117.217,7/15/2023 12:00:00 AM,RECHE,CA-RRU-102379,c,,OSCC,,20230720,,,,LAST,437,2023-CARRU-102379,-117.217,33.9830000000001
20583,45.254,-121.563,7/9/2023 12:00:00 AM,BOULDER,OR-MHF-000583,c,,NWCC,,20230721,1ed5932a-4a77-4ce3-ac2f-6ff78f277a0e,7/8/2023 9:48:00 PM,,LAST,233,2023-ORMHF-000583,-121.563,45.2540000000001
20598,35.975,-111.928,6/4/2023 12:00:00 AM,Hull,AZ-KNF-000336,c,,SWC,,20230721,338acbab-3af1-4fa7-973a-624c35f3f78e,6/4/2023 8:49:00 PM,,LAST,1492,2023-AZKNF-000336,-111.928,35.9750000000001
20599,36.639,-112.211,6/23/2023 12:00:00 AM,Three_Lakes,AZ-KNF-000391,c,,SWC,,20230721,13e1fdb9-2a55-409c-8ab4-24ade462312b,6/16/2023 11:06:00 PM,,LAST,6914,2023-AZKNF-000391,-112.211,36.6390000000001
20603,38.042,-119.926,6/15/2023 12:00:00 AM,BONE,CA-STF-000896,c,,OSCC,,20230721,475b8e60-76a9-485c-baac-702ab4028730,6/16/2023 12:08:00 AM,,LAST,1163,2023-CASTF-000896,-119.926,38.042
20607,37.285,-107.211,6/28/2023 12:00:00 AM,Chris_Mountain,CO-SJF-000348,c,,RMC,,20230721,0d587084-1361-46f6-b23f-198b510e03c1,6/28/2023 8:57:00 PM,,LAST,511,2023-COSJF-000348,-107.211,37.285
20608,27.271,-98.535,7/19/2023 12:00:00 AM,Florida,TX-TXS-232559,c,,SAC,,20230721,5e6a037b-d30f-4ba9-8f72-8fa95de1f122,7/19/2023 8:01:52 PM,,LAST,1576,2023-TXTXS-232559,-98.535,27.2710000000001
20611,44.903,-120.724,7/19/2023 12:00:00 AM,ANTELOPE_CREEK,OR-PRD-000496,c,,NWCC,y,20230721,a6ef254e-d090-49ee-bfa9-edb1218c33aa,7/20/2023 12:33:00 AM,,ONLY,490,2023-ORPRD-000496,-120.724,44.9030000000001
20632,33.779,-109.214,7/11/2023 12:00:00 AM,Campbell,AZ-ASF-000447,,,SWC,,20230722,5d4d9c24-86fb-470f-9d29-b3408cbebbfd,7/10/2023 10:13:14 PM,,LAST,1416,2023-AZASF-000447,-109.214,33.7790000000001
20646,27.369,-98.522,7/19/2023 12:00:00 AM,Waggner,TX-TXS-232562,c,,SAC,,20230722,3f37bb7e-38a4-42f3-8c53-2aba7b064473,7/19/2023 8:47:28 PM,,LAST,1066,2023-TXTXS-232562,-98.522,27.369
20652,47.461,-120.239,7/21/2023 12:00:00 AM,BADGER,WA-WFS-000456,c,,NWCC,y,20230722,115f8876-a5bc-4c0f-b3dc-3517b574d694,7/20/2023 10:26:00 PM,,ONLY,473,2023-WAWFS-000456,-120.239,47.4610000000001
20668,39.961,-113.956,7/21/2023 12:00:00 AM,Rocky,UT-WDD-200344,c,,GBC,,20230723,ffd2687c-7fc6-48fa-98d7-258e6b5283c4,7/21/2023 9:49:00 PM,,LAST,1000,2023-UTWDD-200344,-113.956,39.9610000000001
20677,33.565,-110.475,7/14/2023 12:00:00 AM,Bull_Pen,AZ-SCA-000949,,,SWC,,20230723,d74e52a5-5b7b-4fbe-8e6b-1d973783ae6e,7/14/2023 2:54:23 PM,,LAST,565,2023-AZSCA-000949,-110.475,33.5650000000001
20678,32.891,-110.114,7/18/2023 12:00:00 AM,TELEGRAPH,AZ-GID-000663,c,,SWC,,20230723,ac88ecdf-54d3-4fbe-9186-a0e9bd5e96db,7/18/2023 10:56:13 PM,,LAST,576,2023-AZGID-000663,-110.114,32.8910000000001
20688,33.89,-117.071,7/15/2023 12:00:00 AM,RABBIT,CA-RRU-102458,c,,OSCC,,20230723,04f24b12-e13f-4c7e-80af-c8aa1a4c8fab,7/14/2023 10:30:46 PM,,LAST,8283,2023-CARRU-102458,-117.071,33.89
20689,33.8,-117.359,7/17/2023 12:00:00 AM,GAVILAN,CA-RRU-103039,c,,OSCC,,20230723,2eb6c428-b6f4-486f-9ca3-492f45efbb30,7/15/2023 10:29:33 PM,,LAST,338,2023-CARRU-103039,-117.359,33.8000000000001
20692,30.789,-97.698,7/19/2023 12:00:00 AM,Cobb_Creek,TX-TXS-232565,,,SAC,,20230723,3c3ec417-20cf-45f2-b03c-904b9d60b774,7/19/2023 10:29:49 PM,,LAST,286,2023-TXTXS-232565,-97.698,30.789
20750,32.033,-110.115,7/20/2023 12:00:00 AM,Adams_Peak,AZ-A3S-231213,,,SWC,,20230725,41a998db-ae55-4580-b6a8-6638d52298c4,7/19/2023 11:34:00 PM,,LAST,2232,2023-AZA3S-231213,-110.115,32.0330000000001
20751,32.439,-109.134,7/21/2023 12:00:00 AM,HORSE_CAMP,AZ-GID-000689,,,SWC,,20230725,0aee5e02-e142-4fa3-92a4-85fa26881ac5,7/22/2023 2:07:20 AM,,LAST,361,2023-AZGID-000689,-109.134,32.4390000000001
20756,33.235,-109.758,7/18/2023 12:00:00 AM,Red_Point_Tank,AZ-SCA-000983,,,SWC,,20230725,adffa002-6341-4007-922e-b827532e3f4d,7/17/2023 11:28:45 PM,,LAST,5169,2023-AZSCA-000983,-109.758,33.2350000000001
